"key","en","vi"
"depth_strider.name","Depth Strider","Sải Bước Dưới Nước"
"diamond_challengers_boots.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_challengers_boots.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_challengers_boots.name","&cDiamond Challenger's Boots","&cỦng Kẻ Thách Đấu Kim Cương"
"diamond_challengers_chestplate.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_challengers_chestplate.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_challengers_chestplate.name","&cDiamond Challenger's Chestplate","&cGiáp Ngực Kẻ Thách Đấu Kim Cương"
"diamond_challengers_helmet.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_challengers_helmet.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_challengers_helmet.name","&cDiamond Challenger's Helmet","&cMũ Kẻ Thách Đấu Kim Cương"
"diamond_challengers_leggings.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_challengers_leggings.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_challengers_leggings.name","&cDiamond Challenger's Leggings","&cQuần Kẻ Thách Đấu Kim Cương"
"diamond_challengers_sword.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_challengers_sword.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_challengers_sword.name","&cDiamond Challenger's Sword","&cKiếm Kẻ Thách Đấu Kim Cương"
"diamond_grunts_boots.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_grunts_boots.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_grunts_boots.name","&fDiamond Grunt's Boots","&fỦng Lính Bộ Kim Cương"
"diamond_grunts_chestplate.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_grunts_chestplate.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_grunts_chestplate.name","&fDiamond Grunt's Chestplate","&fGiáp Ngực Lính Bộ Kim Cương"
"diamond_grunts_helmet.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_grunts_helmet.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_grunts_helmet.name","&fDiamond Grunt's Helmet","&fMũ Lính Bộ Kim Cương"
"diamond_grunts_leggings.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_grunts_leggings.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_grunts_leggings.name","&fDiamond Grunt's Leggings","&fQuần Lính Bộ Kim Cương"
"diamond_grunts_sword.lore[0]","&5Awarded to those who challenge the","&5Trao cho những ai thách thức"
"diamond_grunts_sword.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_grunts_sword.name","&fDiamond Grunt's Sword","&fKiếm Lính Bộ Kim Cương"
"diamond_invictus_boots.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_boots.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_boots.name","&4Diamond Invictus Boots","&4Ủng Bất Bại Kim Cương"
"diamond_invictus_chestplate.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_chestplate.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_chestplate.name","&4Diamond Invictus Chestplate","&4Giáp Ngực Bất Bại Kim Cương"
"diamond_invictus_helmet.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_helmet.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_helmet.name","&4Diamond Invictus Helmet","&4Mũ Bất Bại Kim Cương"
"diamond_invictus_leggings.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_leggings.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_leggings.name","&4Diamond Invictus Leggings","&4Quần Bất Bại Kim Cương"
"diamond_invictus_pickaxe.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_pickaxe.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_pickaxe.name","&4Diamond Invictus Pickaxe","&4Cuốc Bất Bại Kim Cương"
"diamond_invictus_shovel.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_shovel.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_shovel.name","&4Diamond Invictus Shovel","&4Xẻng Bất Bại Kim Cương"
"diamond_invictus_sword.lore[0]","&5Awarded to the champions of the","&5Trao cho những nhà vô địch của"
"diamond_invictus_sword.lore[1]","&5Diamond League Arena!","&5Đấu trường Liên Minh Kim Cương!"
"diamond_invictus_sword.name","&4Diamond Invictus Sword","&4Kiếm Bất Bại Kim Cương"
"diamond_league.arenaMessages[0]","wave=1:message=&5[Crysta] &fWelcome to the prettiest underground arena you will ever see! Today we have a challenger from somewhere trying to make a name for themselves, let's see how they fare.","wave=1:message=&5[Crysta] &fChào mừng đến với đấu trường dưới lòng đất đẹp nhất bạn từng thấy! Hôm nay chúng ta có một kẻ thách đấu từ đâu đó muốn tạo danh tiếng, cùng xem họ thể hiện ra sao."
"diamond_league.arenaMessages[1]","wave=2:message=&5[Crysta] &fSeems like they were not willing to break. Ok, how about something else then!","wave=2:message=&5[Crysta] &fCó vẻ họ chưa chịu gục ngã. Được thôi, vậy thử thứ khác nhé!"
"diamond_league.arenaMessages[2]","wave=3:message=&5[Crysta] &fWhat if they were fighting some slowers, that should slow them down!","wave=3:message=&5[Crysta] &fNếu họ phải đấu với vài kẻ làm chậm thì sao, thế chắc sẽ hãm họ lại đấy!"
"diamond_league.arenaMessages[3]","wave=4:message=&5[Crysta] &fEvery time I see a dog I go blind. Well not really, it is just a hint.","wave=4:message=&5[Crysta] &fMỗi lần tôi thấy chó là tôi bị mù. À không hẳn, chỉ là gợi ý thôi."
"diamond_league.arenaMessages[4]","wave=5:message=&5[Crysta] &fI heard that this particular monster if quite fond of arrows.","wave=5:message=&5[Crysta] &fTôi nghe nói con quái vật này đặc biệt rất thích tên."
"diamond_league.arenaMessages[5]","wave=6:message=&5[Crysta] &fA healthy mix of monsters is what makes the challenge a challenge.","wave=6:message=&5[Crysta] &fMột tổ hợp quái vật cân bằng mới thật sự làm thử thách trở thành thử thách."
"diamond_league.arenaMessages[6]","wave=7:message=&5[Crysta] &fPurple crystals promote good health and well-being but they do not help against really angry dogs and skeletons.","wave=7:message=&5[Crysta] &fTinh thể tím tốt cho sức khỏe và tinh thần, nhưng chẳng giúp gì trước bầy chó và bộ xương đang cực kỳ giận dữ."
"diamond_league.arenaMessages[7]","wave=8:message=&5[Crysta] &fWe do have a lot of angry dogs in storage actually. Or are these wolves...","wave=8:message=&5[Crysta] &fThật ra chúng tôi có rất nhiều chó điên trong kho. Hay là sói nhỉ..."
"diamond_league.arenaMessages[8]","wave=9:message=&5[Crysta] &fJust when you thought you were getting out they pull you right back in.","wave=9:message=&5[Crysta] &fNgay lúc bạn nghĩ mình sắp thoát ra thì chúng kéo bạn trở lại ngay."
"diamond_league.arenaMessages[9]","wave=10:message=&5[Crysta] &fFor this next wave our brave challengers will be taking on a living balloon! Exciting!","wave=10:message=&5[Crysta] &fỞ đợt này, những kẻ thách đấu dũng cảm của chúng ta sẽ đối đầu một quả bóng sống! Quá phấn khích!"
"diamond_league.arenaMessages[10]","wave=11:message=&5[Crysta] &fHot tip. Stay out of the hearts unless you like to get hurt.","wave=11:message=&5[Crysta] &fMẹo nóng đây. Tránh xa mấy trái tim nếu bạn không muốn đau."
"diamond_league.arenaMessages[11]","wave=12:message=&5[Crysta] &fMore of those wolf-dog things coming right up, oh and some pullers too!","wave=12:message=&5[Crysta] &fThêm mấy con kiểu sói-chó đó đang lên ngay đây, à còn vài kẻ kéo nữa!"
"diamond_league.arenaMessages[12]","wave=13:message=&5[Crysta] &fI think that my favorite combination of monsters probably is, blinder, breaker and puller.","wave=13:message=&5[Crysta] &fTôi nghĩ tổ hợp quái vật yêu thích của tôi chắc là: kẻ làm mù, kẻ phá và kẻ kéo."
"diamond_league.arenaMessages[13]","wave=14:message=&5[Crysta] &fYou should SLOW down and enjoy the view. Try not to die though.","wave=14:message=&5[Crysta] &fBạn nên CHẬM lại và tận hưởng khung cảnh. Nhưng cố đừng chết nhé."
"diamond_league.arenaMessages[14]","wave=15:message=&5[Crysta] &fThis particular monster is very unstable and just teleports to its targets at random, how annoying.","wave=15:message=&5[Crysta] &fCon quái này rất bất ổn và cứ dịch chuyển ngẫu nhiên tới mục tiêu, phiền thật."
"diamond_league.arenaMessages[15]","wave=16:message=&5[Crysta] &fOK. Stuff is starting to get interesting now.","wave=16:message=&5[Crysta] &fĐược rồi. Mọi thứ bắt đầu thú vị hơn rồi đấy."
"diamond_league.arenaMessages[16]","wave=17:message=&5[Crysta] &fYou know what always brightens up my day? Woof-woofs and lots of arrows!","wave=17:message=&5[Crysta] &fBạn biết gì luôn làm ngày của tôi tươi sáng không? Gâu gâu và thật nhiều mũi tên!"
"diamond_league.arenaMessages[17]","wave=18:message=&5[Crysta] &fI hope you brought a lot of potions of anti-blindness with you.","wave=18:message=&5[Crysta] &fMong là bạn đã mang theo thật nhiều thuốc chống mù."
"diamond_league.arenaMessages[18]","wave=19:message=&5[Crysta] &fIs it fun when the monsters die and they pull you back?","wave=19:message=&5[Crysta] &fVui không khi quái chết rồi mà chúng vẫn kéo bạn ngược lại?"
"diamond_league.arenaMessages[19]","wave=20:message=&5[Crysta] &fI heard that this hag was so powerful that we had to cast a spell on it to make it weaker. The more you know.","wave=20:message=&5[Crysta] &fTôi nghe mụ phù thủy này mạnh đến mức chúng tôi phải niệm phép làm nó yếu đi. Biết thêm một điều ha."
"diamond_league.arenaMessages[20]","wave=21:message=&5[Crysta] &fI heard that quartz crystals can make you more of a punctual person, is that true?","wave=21:message=&5[Crysta] &fTôi nghe nói tinh thể thạch anh có thể giúp bạn đúng giờ hơn, có thật không?"
"diamond_league.arenaMessages[21]","wave=22:message=&5[Crysta] &fReally? More of these blinders, how many of these do we have. Sheesh.","wave=22:message=&5[Crysta] &fThật luôn? Lại thêm mấy kẻ làm mù này nữa, chúng ta có bao nhiêu con vậy trời."
"diamond_league.arenaMessages[22]","wave=23:message=&5[Crysta] &fThe pain-makers seem pretty harmless but I assure you that they are a great threat!","wave=23:message=&5[Crysta] &fMấy kẻ gây đau trông khá vô hại, nhưng tôi đảm bảo chúng là mối đe dọa lớn!"
"diamond_league.arenaMessages[23]","wave=24:message=&5[Crysta] &fAre you ready for the next wave? I mean not this one, but the one after. You know the one with the boss?","wave=24:message=&5[Crysta] &fBạn sẵn sàng cho đợt tiếp theo chưa? Ý tôi không phải đợt này, mà đợt sau cơ. Đợt có trùm ấy?"
"diamond_league.arenaMessages[24]","wave=25:message=&5[Crysta] &fWait, what... Is that a cow?","wave=25:message=&5[Crysta] &fKhoan, gì cơ... Đó là một con bò à?"
"diamond_league.arenaMessages[25]","wave=26:message=&5[Crysta] &fAnd another moo bites the dust. Next up we got some breakers and you guessed it, more blinders!","wave=26:message=&5[Crysta] &fVà thêm một tiếng bò nữa lên bảng đếm số. Tiếp theo là vài kẻ phá và bạn đoán đúng rồi đấy, thêm kẻ làm mù nữa!"
"diamond_league.arenaMessages[26]","wave=27:message=&5[Crysta] &fWhat are these? These are not supposed to be in the arena.","wave=27:message=&5[Crysta] &fMấy thứ này là gì vậy? Chúng không nên xuất hiện trong đấu trường."
"diamond_league.arenaMessages[27]","wave=28:message=&5[Crysta] &fI can describe the entire next encounter using only one word. WOOF!","wave=28:message=&5[Crysta] &fTôi có thể mô tả toàn bộ cuộc chạm trán tiếp theo chỉ bằng một từ. GÂU!"
"diamond_league.arenaMessages[28]","wave=29:message=&5[Crysta] &fSomeone needs a good pull.","wave=29:message=&5[Crysta] &fAi đó cần một cú kéo ra trò đấy."
"diamond_league.arenaMessages[29]","wave=30:message=&5[Crysta] &fMake sure that you do not get hit by this one or you are gonna regret it.","wave=30:message=&5[Crysta] &fĐảm bảo đừng để con này đánh trúng, không là bạn sẽ hối hận."
"diamond_league.arenaMessages[30]","wave=31:message=&5[Crysta] &fDid you know that 67% of participants do not make it through this next wave?","wave=31:message=&5[Crysta] &fBạn có biết 67% người tham gia không qua nổi đợt tiếp theo không?"
"diamond_league.arenaMessages[31]","wave=32:message=&5[Crysta] &fWe got a healthy mix of all sorts of nasties for this one.","wave=32:message=&5[Crysta] &fĐợt này có một hỗn hợp cân bằng của đủ loại thứ khó chịu."
"diamond_league.arenaMessages[32]","wave=33:message=&5[Crysta] &fNext up it is your favorite monster duo! Guess which ones.","wave=33:message=&5[Crysta] &fTiếp theo là bộ đôi quái vật bạn thích nhất! Đoán xem là ai nào."
"diamond_league.arenaMessages[33]","wave=34:message=&5[Crysta] &fWhat does a pain-maker even do anyway?","wave=34:message=&5[Crysta] &fRốt cuộc thì kẻ gây đau làm gì nhỉ?"
"diamond_league.arenaMessages[34]","wave=35:message=&5[Crysta] &fWhatever you do, do not get launched into space.","wave=35:message=&5[Crysta] &fLàm gì thì làm, đừng để bị phóng lên trời."
"diamond_league.arenaMessages[35]","wave=36:message=&5[Crysta] &fIs being blinded a bad thing when you're in combat?","wave=36:message=&5[Crysta] &fBị làm mù khi đang chiến đấu có tệ không nhỉ?"
"diamond_league.arenaMessages[36]","wave=37:message=&5[Crysta] &fWatch out for those slowers!","wave=37:message=&5[Crysta] &fCoi chừng mấy kẻ làm chậm!"
"diamond_league.arenaMessages[37]","wave=38:message=&7You hear barking noises coming from the speakers.","wave=38:message=&7Bạn nghe tiếng sủa phát ra từ loa."
"diamond_league.arenaMessages[38]","wave=39:message=&5[Crysta] &fUhh, sorry about that last one. I might have lost control.","wave=39:message=&5[Crysta] &fỜm, xin lỗi về đợt vừa rồi. Có thể tôi đã mất kiểm soát."
"diamond_league.arenaMessages[39]","wave=40:message=&5[Crysta] &fI heard that Calcium really likes getting close to people.","wave=40:message=&5[Crysta] &fTôi nghe Calcium rất thích áp sát người khác."
"diamond_league.arenaMessages[40]","wave=41:message=&5[Crysta] &fPullers again? Really? Why do we have so many of those, sheesh!","wave=41:message=&5[Crysta] &fLại là kẻ kéo nữa à? Thật sao? Sao chúng ta có nhiều thế trời!"
"diamond_league.arenaMessages[41]","wave=42:message=&5[Crysta] &fIt is time to break their spirits. Hah! I'm so funny...","wave=42:message=&5[Crysta] &fĐã đến lúc bẻ gãy tinh thần của họ. Ha! Tôi hài hước ghê..."
"diamond_league.arenaMessages[42]","wave=43:message=&5[Crysta] &fThis next wave is looking pretty rough. Good luck!","wave=43:message=&5[Crysta] &fĐợt tiếp theo trông khá căng đấy. Chúc may mắn!"
"diamond_league.arenaMessages[43]","wave=44:message=&5[Crysta] &fCan you break a breaker?","wave=44:message=&5[Crysta] &fBạn có thể phá một kẻ phá không?"
"diamond_league.arenaMessages[44]","wave=45:message=&5[Crysta] &fNothing scarier than a zombified pig, right?","wave=45:message=&5[Crysta] &fKhông gì đáng sợ hơn heo thây ma, đúng không?"
"diamond_league.arenaMessages[45]","wave=46:message=&5[Crysta] &fThese waves are starting to get real nasty.","wave=46:message=&5[Crysta] &fNhững đợt này bắt đầu thật sự khó chịu rồi."
"diamond_league.arenaMessages[46]","wave=47:message=&5[Crysta] &fWhen in doubt just go back to the basics!","wave=47:message=&5[Crysta] &fKhi phân vân thì cứ quay lại những điều cơ bản!"
"diamond_league.arenaMessages[47]","wave=48:message=&5[Crysta] &fTime to send out the left-overs. Very good!","wave=48:message=&5[Crysta] &fĐến lúc tung đồ thừa ra rồi. Rất tốt!"
"diamond_league.arenaMessages[48]","wave=49:message=&5[Crysta] &fWe are just gonna throw everything we have in the arena now.","wave=49:message=&5[Crysta] &fGiờ chúng tôi sẽ quăng tất cả những gì có vào đấu trường."
"diamond_league.arenaMessages[49]","wave=50:message=&5[Crysta] &fFor the last fight we have just one little puppy...","wave=50:message=&5[Crysta] &fCho trận cuối, chúng tôi chỉ có một cún con thôi..."
"diamond_league.arenaMessages[50]","wave=51:message=&5[Crysta] &fIncredible! Such might, such skill. I have never met such amazing fighters before. Congratulations, you have conquered the Diamond Arena!","wave=51:message=&5[Crysta] &fKhông thể tin nổi! Sức mạnh và kỹ năng quá tuyệt vời. Tôi chưa từng gặp chiến binh nào xuất sắc đến vậy. Chúc mừng, bạn đã chinh phục Đấu trường Kim Cương!"
